sample_id,source_row_id,split,label_raw,label,label_id,text,text_raw,had_artifact_marker,had_control_char,had_quote_normalization,char_length,word_count
550,552,train,positive,positive,2,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,False,False,False,143,25
552,554,train,positive,positive,2,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,False,False,False,186,28
553,555,train,positive,positive,2,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .","Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",False,False,False,187,36
554,556,train,positive,positive,2,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .","STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",False,False,False,225,39
555,557,train,positive,positive,2,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,False,False,False,132,23
556,558,train,positive,positive,2,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .","The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",False,False,False,202,42
558,560,train,positive,positive,2,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .","Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",False,False,False,249,36
559,561,train,positive,positive,2,It estimates the operating profit to further improve from the third quarter .,It estimates the operating profit to further improve from the third quarter .,False,False,False,77,13
560,562,train,positive,positive,2,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,False,False,False,232,32
561,563,train,positive,positive,2,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,False,False,False,105,14
562,564,train,positive,positive,2,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,False,False,False,85,16
563,565,train,positive,positive,2,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,False,False,False,95,19
566,568,train,positive,positive,2,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,False,False,False,156,24
567,569,train,neutral,neutral,1,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .","Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",False,False,False,164,23
568,570,train,neutral,neutral,1,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .","Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",False,False,False,142,22
569,571,train,neutral,neutral,1,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .","Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",False,False,False,131,21
570,572,train,neutral,neutral,1,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .","The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",False,False,False,184,35
572,574,train,neutral,neutral,1,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .","When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",False,False,False,194,35
574,576,train,neutral,neutral,1,""" These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , "" Nokia Siemens head of LTE business line , Reino Tammela , said .","`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",True,False,True,228,42
576,578,train,neutral,neutral,1,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .","Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",False,False,False,217,38
578,580,train,positive,positive,2,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,False,False,False,116,24
579,581,train,positive,positive,2,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,False,False,False,88,17
580,582,train,neutral,neutral,1,"The offer of some 30 million shares aimed to raise more than x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .","The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",False,False,False,154,31
581,583,train,positive,positive,2,""" Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , "" Kallioranta adds .","`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",True,False,True,127,21
582,584,train,positive,positive,2,""" With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .","`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",True,False,True,146,26
583,585,train,positive,positive,2,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its "" leading supply status "" with Verizon , along with high-growth products .","Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",True,False,True,157,27
585,587,train,positive,positive,2,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , "" says Christopher Wynne , CEO of Papa John 's Russia .","With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",True,False,True,213,40
586,588,train,positive,positive,2,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .","Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",False,False,False,212,40
587,589,train,positive,positive,2,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .","Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",False,False,False,231,44
588,590,train,positive,positive,2,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,False,False,False,82,15
589,591,train,positive,positive,2,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera","( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",False,False,False,231,46
590,592,train,positive,positive,2,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .","Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",False,False,False,162,32
591,593,train,neutral,neutral,1,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .","Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",False,False,False,141,24
593,595,train,positive,positive,2,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .","The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",False,False,False,125,24
595,597,train,positive,positive,2,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,False,False,False,106,20
597,599,train,positive,positive,2,"This truly takes efficiency to new heights , "" Mr. Metso adds .","This truly takes efficiency to new heights , '' Mr. Metso adds .",True,False,True,63,13
599,601,train,positive,positive,2,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .","a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",False,False,False,128,26
600,602,train,positive,positive,2,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .","Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",False,False,False,215,36
601,603,train,positive,positive,2,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .","Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",False,False,False,127,28
602,604,train,positive,positive,2,"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .","Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",False,False,False,112,17
604,606,train,positive,positive,2,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,False,False,False,150,26
605,607,train,positive,positive,2,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .","Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",False,False,False,156,27
606,608,train,positive,positive,2,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .","Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",False,False,False,155,29
607,609,train,positive,positive,2,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .","The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",False,False,False,164,28
608,610,train,positive,positive,2,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .","The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",False,False,False,104,21
609,611,train,positive,positive,2,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .","In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",False,False,False,187,30
610,612,train,positive,positive,2,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .","OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",False,False,False,252,43
611,613,train,positive,positive,2,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,False,False,False,82,16
612,614,train,positive,positive,2,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .","Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",False,False,False,152,27
613,615,train,neutral,neutral,1,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .","On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",False,False,False,252,41
614,616,train,neutral,neutral,1,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .","QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",False,False,False,209,32
615,617,train,positive,positive,2,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries","Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",False,False,False,284,35
616,618,train,positive,positive,2,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,False,False,False,111,21
617,619,train,neutral,neutral,1,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .","According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",False,False,False,162,28
618,620,train,positive,positive,2,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency "" , Tulonen continues .","Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",True,False,True,255,37
619,621,train,neutral,neutral,1,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,False,False,False,117,21
620,622,train,neutral,neutral,1,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .","CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",False,False,False,210,32
621,623,train,neutral,neutral,1,The original contract was signed last summer .,The original contract was signed last summer .,False,False,False,46,8
622,624,train,neutral,neutral,1,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .","` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",False,False,False,111,24
623,625,train,positive,positive,2,""" Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .",`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,True,False,True,93,15
624,626,train,positive,positive,2,""" The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .",`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,True,False,True,106,17
626,628,train,neutral,neutral,1,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",False,False,False,169,32
627,629,train,neutral,neutral,1,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,False,False,False,212,39
629,631,train,positive,positive,2,"The money will be spent "" on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , "" the release says .","The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",True,False,True,199,35
630,632,train,positive,positive,2,The new technology improves the glass quality and consistency while increasing throughput .,The new technology improves the glass quality and consistency while increasing throughput .,False,False,False,91,13
631,633,train,neutral,neutral,1,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .","The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",False,False,False,205,33
632,634,train,positive,positive,2,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .","The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",False,False,False,153,21
633,635,train,neutral,neutral,1,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .","The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",False,False,False,171,28
634,636,train,positive,positive,2,"We look forward to helping the company develop its operational services and further digitalize its services for its customers . """,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',True,False,True,129,21
635,637,train,neutral,neutral,1,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .","AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",False,False,False,132,26
637,639,train,positive,positive,2,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .","By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",False,False,False,118,21
638,640,train,positive,positive,2,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .","In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",False,False,False,99,20
639,641,train,positive,positive,2,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .","26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",False,False,False,211,42
640,642,train,positive,positive,2,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,False,False,False,257,57
641,643,train,positive,positive,2,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,False,False,False,196,39
642,644,train,positive,positive,2,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .","Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",False,False,False,211,42
643,645,train,positive,positive,2,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,False,False,False,232,46
645,647,train,positive,positive,2,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .","For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",False,False,False,138,28
646,648,train,positive,positive,2,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .","In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",False,False,False,142,28
649,651,train,positive,positive,2,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,False,False,False,135,26
650,652,train,positive,positive,2,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,False,False,False,206,40
651,653,train,positive,positive,2,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,False,False,False,206,41
652,654,train,positive,positive,2,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .","In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",False,False,False,159,31
653,655,train,positive,positive,2,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",False,False,False,123,26
654,656,train,positive,positive,2,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57","ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",False,False,False,207,44
655,657,train,positive,positive,2,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",False,False,False,143,32
656,658,train,positive,positive,2,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .","narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",False,False,False,258,55
657,659,train,positive,positive,2,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,False,False,False,63,13
659,661,train,positive,positive,2,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,False,False,False,107,23
660,662,train,positive,positive,2,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,False,False,False,164,23
661,663,train,positive,positive,2,"According to Seppänen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .","According to Sepp+Ænen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",True,False,False,186,32
662,664,train,positive,positive,2,The costs of the new ropax vessels are 30 % lower than those of the present ones .,The costs of the new ropax vessels are 30 % lower than those of the present ones .,False,False,False,82,18
663,665,train,neutral,neutral,1,The last job losses related to these reductions will take place during 2010 .,The last job losses related to these reductions will take place during 2010 .,False,False,False,77,14
664,666,train,positive,positive,2,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,False,False,False,79,15
666,668,train,positive,positive,2,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,False,False,False,113,17
667,669,train,negative,negative,0,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .","2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",False,False,False,233,43
